objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
"Appenzell Sajtvára","28089","0","0","0","1","0","0","0","0","0","0","0","3","","21-3","","","","53784936","6.20227","6.85437","1.5882","2192","3800","thing","Château Roquefort","2","4","30","30","30","2007","2,3,4","3,4","6+","No necessary in-game text","","","","","","standalone","","Piatnik","Hungarian","2007","Hungarian edition"
"Apropó popó","365470","0","0","0","1","0","0","0","0","0","0","0","3","","24-4","","","","135863839","5.4863","5.48216","1","27603","482","thing","May Contain Butts","2","6","15","15","15","2024","","","","","","","","","","standalone","","Reflexshop","Hungarian","2024","Hungarian edition"
"Aquaretto","34194","0","0","0","1","0","0","0","0","0","0","0","3","","32-2","","","","53478268","6.24671","6.96893","2.1157","2018","3308","thing","Aquaretto","2","5","45","45","45","2007","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","ABACUSSPIELE","Dutch; English; French; German; Italian","2007","ABACUSSPIELE multilingual edition"
"Aramini Circus","154634","0","0","0","1","0","0","0","0","0","0","0","3","","04-2","","","","53665899","5.81201","6.29314","1.2222","4575","2712","thing","Yardmaster","2","5","20","20","20","2015","2,3,4,5","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Crash Games; IELLO","English","2015","English second edition (Europe only)"
"Aranyásók","9220","0","0","0","1","0","0","0","0","0","0","0","3","","06-3","","","","53478289","6.41294","6.54078","1.3185","1529","65369","thing","Saboteur","3","10","30","30","30","2005","5,6,7,8,9,10","7,8","8+","No necessary in-game text","","","","","","standalone","","Piatnik","Hungarian","2005","Piatnik Hungarian edition 2005"
"Aranyásók 2","91072","0","0","0","1","0","0","0","0","0","0","0","3","","06-3","","","","53478312","6.457","6.93573","1.5411","0","17957","thing","Saboteur 2 (expansion-only editions)","2","12","45","45","45","2011","4,5,6,7,8,9,10","5,6,7,8","8+","No necessary in-game text","","","","","","expansion","","AMIGO; Piatnik","Hungarian","2011","Hungarian edition"
"Aranyásók Párbaj","168215","0","0","0","1","0","0","0","0","0","0","0","3","","56-3","","","","72493162","5.71473","6.00363","1.2742","5914","7994","thing","Saboteur: The Duel","1","2","30","30","30","2015","1,2","2","6+","No necessary in-game text","","","","","","standalone","","Piatnik","Hungarian","2015","Hungarian edition"
"Aranyásók: A sötét barlang","365702","0","0","0","1","0","0","0","0","0","0","0","3","","05-4","","","","98174592","5.5539","6.40427","1.75","12572","1100","thing","Saboteur: The Dark Cave","2","8","45","45","45","2022","4,5,6,7,8","6","6+","No necessary in-game text","","","","","","standalone","","Piatnik","Hungarian","2022","Hungarian edition"
"Aranyásók: Az Elfeledett Bányák","245214","0","0","0","1","0","0","0","0","0","0","0","3","","63-5","","","","135864387","5.68627","6.3229","2","6482","2866","thing","Saboteur: The Lost Mines","3","9","45","45","45","2018","4,5,6,7,8,9","6","8+","No necessary in-game text","","","","","","standalone","","Piatnik","Hungarian","2018","Hungarian edition"
"Aranyfolyó","399941","0","0","0","1","0","0","0","0","0","0","0","3","","66-5","","","","131418119","6.74319","7.56992","2.4959","827","5493","thing","River of Gold","2","4","90","90","60","2025","2,3,4","3","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Gém Klub Kft.; Office Dog","Hungarian","2025","Hungarian edition"
"Arborétum","140934","0","0","0","1","0","0","0","0","0","0","0","3","","03-5","","","","59929505","7.06562","7.24945","2.1109","423","42259","thing","Arboretum","2","4","30","30","30","2018","2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","Renegade Game Studios; Vagabund","Hungarian","2018","Hungarian edition"
"Arcanum","99770","0","0","0","1","0","0","0","0","0","0","0","3","","79-1","","","","53665726","5.54489","5.92201","2.64","13689","712","thing","Arcanum","3","5","45","45","45","2011","3,4,5","4","","No necessary in-game text","","","","","","standalone","","Heidelberger Spieleverlag; Lo Scarabeo","English; French; German; Italian; Spanish","2011","Scarabeo Multilingual Edition"
"Arena: Revolte in Rom II","56931","0","0","0","1","0","0","0","0","0","0","0","3","","55-1","","","","53478326","6.15379","6.86348","1.9355","2371","2979","thing","Arena: Roma II","2","2","45","45","30","2009","2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Queen Games","German","2009","German edition"
"Ark Nova","342942","0","0","0","1","0","0","0","0","0","0","0","3","","83-3","","","","96454569","8.35439","8.54183","3.7923","2","84769","thing","Ark Nova","1","4","150","150","90","2022","1,2,3","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Feuerland Spiele; Gém Klub Kft.","Hungarian","2022","Hungarian first edition"
"Arkham Horror: The Card Game","205637","0","0","0","1","0","0","0","0","0","0","0","3","","52-2","","","","90496646","7.89435","8.12462","3.564","32","82540","thing","Arkham Horror: The Card Game","1","2","120","120","60","2016","1,2","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Fantasy Flight Games","English","2016","English edition"
"Armageddon","207208","0","0","0","1","0","0","0","0","0","0","0","3","","74-1","","","","54871471","5.73741","6.55727","2.963","5545","1817","thing","Armageddon","3","4","90","90","90","2016","3,4","4","12+","No necessary in-game text","","","","","","standalone","","Queen Games","Hungarian","2016","Hungarian edition"
"Armonia","341009","0","0","0","1","0","0","0","0","0","0","0","3","","17-2","","","","87473754","5.52507","5.77795","1.1538","17552","613","thing","Armonia","2","4","60","60","30","2021","2,3,4","2","8+","","","","","","","standalone","","Compaya.hu: Gamer Café Kft.","Hungarian","2021","Hungarian edition"
"Arnak elveszett romjai","312484","0","0","0","1","0","0","0","0","0","0","0","3","","76-3","","","","83375159","7.9102","8.07899","2.9327","30","82897","thing","Lost Ruins of Arnak","1","4","120","120","30","2021","1,2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Gém Klub Kft.","Hungarian","2021","Hungarian edition"
"Arnak elveszett romjai: Expedícióvezetők","341254","0","0","0","1","0","0","0","0","0","0","0","3","","76-3","","","","93761083","7.99987","8.7027","3.102","0","33635","thing","Lost Ruins of Arnak: Expedition Leaders","1","4","120","120","30","2022","1,2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","Czech Games Edition; Gém Klub Kft.","Hungarian","2022","Hungarian edition"
"Around the World in 80 Days","204599","0","0","0","1","0","0","0","0","0","0","0","3","","34-2","","","","53767409","5.6862","6.38816","1.625","6486","1334","thing","Around the World in 80 Days","2","6","60","60","45","2016","2,3,4,5,6","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","IELLO; Purple Brain Creations","English","2016","English edition"
"Art Gallery","369395","0","0","0","1","0","0","0","0","0","0","0","3","","65-3","","","","107675006","5.61602","6.91036","2.0476","8498","543","thing","Art Gallery","2","6","75","75","45","2023","2,3,4,5,6","4","10+","No necessary in-game text","","","","","","standalone","","Piatnik","Czech; French; German; Hungarian; Polish; Slovak","2023","Multilingual edition"
"Artifact","144310","0","0","0","1","0","0","0","0","0","0","0","3","","75-4","","","","58419598","5.51034","5.67093","2.7273","22043","228","thing","Artifact","3","5","60","60","60","2013","2,4,5","5","10+","No necessary in-game text","","","","","","standalone","","White Goblin Games","Dutch; English; French; German","2013","Dutch/English/French/German edition"
"Artus","92643","0","0","0","1","0","0","0","0","0","0","0","3","","64-4","","","","53478342","5.77872","6.34478","2.2174","4978","1655","thing","Artus","2","4","60","60","60","2011","2,3","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","alea","English; French; German","2011","Multilingual first edition"
"Astra","369270","0","0","0","1","0","0","0","0","0","0","0","3","","69-2","","","","99706271","5.91532","6.60209","2.1154","3687","2531","thing","Astra","2","5","90","90","40","2022","2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Mindclash Games","English","2022","English edition"
"Atlantis","55253","0","0","0","1","0","0","0","0","0","0","0","3","","30-2","","","","53696899","5.97649","6.52299","1.8148","3268","2610","thing","Atlantis","2","4","45","45","45","2010","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","AMIGO; Piatnik","Czech; Hungarian; Slovak","2010","Piatnik East-European edition"
"Attila","827","0","0","0","1","0","0","0","0","0","0","0","3","","74-3","","","","53478360","5.89752","6.46151","2.5533","3826","2100","thing","Attila","2","5","45","45","45","2000","3,4,5","3,4","10+","No necessary in-game text","","","","","","standalone","","Rio Grande Games","English","2000","Rio Grande edition"
"Auch schon clever","354892","0","0","0","1","0","0","0","0","0","0","0","3","","24-3","","","","108176096","5.74403","6.88653","1.0833","5432","1373","thing","That's Pretty Clever! Kids","2","4","15","15","15","2022","2,3,4","2,3","5+","No necessary in-game text","","","","","","standalone","","Schmidt Spiele","German","2022","German edition"
"Auf Achse","110","0","0","0","1","0","0","0","0","0","0","0","3","","59-4","","","","100908002","5.83166","6.23523","1.949","4400","3588","thing","Auf Achse","2","6","60","60","60","1987","2,3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","F.X. Schmid","German","1987","F.X. Schmid German first edition 1987"
"Auf den Spuren von Marco Polo","171623","0","0","0","1","0","0","0","0","0","0","0","3","","77-3","","","","57763281","7.54702","7.76636","3.1788","116","27764","thing","The Voyages of Marco Polo","2","4","100","100","40","2015","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","Hans im Glück","German","2015","German first edition, first printing"
"Ausonia","302469","0","0","0","1","0","0","0","0","0","0","0","3","","04-3","","","","69211619","5.90912","7.646","2.4167","3729","1116","thing","Ausonia","1","4","30","30","30","2021","1,2,3,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Lycan Studio","English","2021","English edition"
"Axio","219475","0","0","0","1","0","0","0","0","0","0","0","3","","18-2
*","","","","61215331","5.74228","6.76236","1.6111","5452","979","thing","Axio","1","4","45","45","30","2018","2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","Piatnik","Hungarian","2018","Hungarian edition"
"Axio Rota","270637","0","0","0","1","0","0","0","0","0","0","0","3","","18-2","","","","68520151","5.60438","6.57326","1.5833","9021","533","thing","Axio Rota","1","4","30","30","20","2019","1,2,3,4","1,2","6+","No necessary in-game text","","","","","","standalone","","Pegasus Spiele","English; German","2019","English/German edition"
"AYA","182194","0","0","0","1","0","0","0","0","0","0","0","3","","29-2","","","","128493803","5.53099","5.77298","1.7143","16125","786","thing","AYA","2","5","30","30","30","2016","1,2,3,4","2,3","6+","","","","","","","standalone","","Act in games","English","2016","English-only edition"
"Aztlán","124490","0","0","0","1","0","0","0","0","0","0","0","3","","65-4","","","","53478419","5.62575","6.2778","2.3929","8119","1210","thing","Aztlán","2","4","60","60","60","2012","3,4","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Ares Games","English","2012","English edition"
"Azul","230802","0","0","0","1","0","0","0","0","0","0","0","3","","60-2","","","","55944779","7.61029","7.71996","1.7737","94","177088","thing","Azul","2","4","45","45","30","2018","2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2018","Hungarian edition"
"Azul Mini","230802","0","0","0","1","0","0","0","0","0","0","0","3","","18-5","","","","119614089","7.61029","7.71996","1.7737","94","177088","thing","Azul","2","4","45","45","30","2023","2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2023","Hungarian edition"
"Azul: A királyi pavilon","287954","0","0","0","1","0","0","0","0","0","0","0","3","","18-5","","","","72346679","7.30306","7.5738","2.0747","233","32172","thing","Azul: Summer Pavilion","2","4","45","45","30","2020","2,3,4","2,3","8+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2020","Hungarian edition"
"Azul: A királyné kertje","346965","0","0","0","1","0","0","0","0","0","0","0","3","","18-5","","","","94100489","6.85796","7.44453","2.9283","665","13372","thing","Azul: Queen's Garden","2","4","60","60","45","2022","2,3,4","2","12+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.; Next Move Games","Hungarian","2022","Hungarian edition"
"Azul: Csokoládéműhely","363247","0","0","0","1","0","0","0","0","0","0","0","3","","18-5","","","","100897558","6.80872","7.87157","1.7692","729","7741","thing","Azul: Master Chocolatier","2","4","45","45","30","2022","2,3,4","2,3","8+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.; Next Move Games","Hungarian","2022","Hungarian edition"
"Azul: Sintra üvegcsodái","256226","0","0","0","1","0","0","0","0","0","0","0","3","","18-5","","","","59929489","6.99722","7.2869","2.0132","492","24733","thing","Azul: Stained Glass of Sintra","2","4","45","45","30","2019","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2019","Hungarian edition"
"Babilon tornyai","415910","0","0","0","1","0","0","0","0","0","0","0","3","","51-3","","","","131824087","5.85288","7.05847","1.9565","4191","978","thing","The Architects of Amytis","2","2","30","30","30","2025","2","2","10+","No necessary in-game text","","","","","","standalone","","Reflexshop","Hungarian","2025","Hungarian edition"
